City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
478,rabat,33.9911,-6.8401,14.47,95,40,0.0,MA,1682056197
479,praia,14.9215,-23.5087,22.3,73,75,4.63,CV,1682056289
480,mehamn,71.0357,27.8492,0.97,69,100,6.69,NO,1682056290
481,marrakesh,31.6315,-8.0083,13.04,88,40,1.54,MA,1682056291
482,emmerich,51.8333,6.25,9.11,94,100,3.56,DE,1682056291
483,rutul,41.5357,47.4239,17.67,39,35,3.61,RU,1682056292
484,zhangjiakou,40.81,114.8794,12.61,35,98,5.45,CN,1682056293
485,pevek,69.7008,170.3133,-0.71,75,25,1.35,RU,1682056293
486,southbridge,42.0751,-72.0334,10.02,77,99,0.89,US,1682056294
487,rafsanjan,30.4067,55.9939,22.64,24,30,1.15,IR,1682056294
488,mission,26.2159,-98.3253,25.91,86,100,3.6,US,1682056295
489,maumere,-8.6199,122.2111,28.59,63,66,0.78,ID,1682056296
490,kulachi,31.9286,70.4592,26.15,36,0,2.01,PK,1682056296
491,saint-francois,46.4154,3.9054,3.71,93,100,1.03,FR,1682056297
492,touros,-5.1989,-35.4608,26.41,75,100,4.0,BR,1682056297
493,salamanca,40.8333,-6.0,7.11,60,74,2.62,ES,1682056298
494,miraflores,19.2167,-98.8083,18.36,60,86,1.6,MX,1682056298
495,tall kayf,37.0833,41.0667,15.66,67,0,3.09,TR,1682056299
496,santo antonio do ica,-3.1022,-67.9397,23.32,99,100,0.91,BR,1682056300
497,cartagena del chaira,1.3349,-74.8429,22.11,99,100,1.2,CO,1682056300
498,longjiang,47.3303,123.1836,9.57,11,1,8.77,CN,1682056301
499,tabas,33.5959,56.9244,27.71,11,3,2.3,IR,1682056301
500,half moon bay,37.4636,-122.4286,14.08,69,0,8.23,US,1682056302
501,tonj,7.2737,28.6822,30.83,43,81,2.36,SS,1682056302
502,ntungamo,-0.8833,29.65,22.59,68,100,0.49,UG,1682056303
503,la motte-servolex,45.5942,5.8758,10.42,94,75,1.03,FR,1682056304
504,arai,37.0167,138.25,19.96,72,98,3.51,JP,1682056304
505,merauke,-8.4667,140.3333,29.56,70,85,5.65,ID,1682056305
506,liaoyang,41.2719,123.1731,13.18,7,30,6.79,CN,1682056087
507,platonovka,52.7106,41.952,9.76,63,100,5.38,RU,1682056306
508,olive branch,34.9618,-89.8295,18.25,93,100,3.6,US,1682056259
509,lokosovo,61.1333,74.8167,3.64,96,23,3.1,RU,1682056307
510,mosquera,4.7059,-74.2302,13.05,94,75,2.06,CO,1682056308
511,mokhsogollokh,61.4681,128.9203,-0.6,85,100,2.36,RU,1682056309
512,auki,-8.7676,160.7034,27.54,79,82,0.51,SB,1682056310
513,saint-georges,12.0564,-61.7485,26.82,83,20,10.29,GD,1682056310
514,kitui,-1.367,38.0106,21.46,82,100,2.57,KE,1682056311
515,khani,41.9563,42.9566,7.76,93,100,0.26,GE,1682056311
516,campos belos,-13.0367,-46.7717,20.06,97,11,1.52,BR,1682056312
517,shira,54.4911,89.9531,3.04,43,100,6.57,RU,1682056313
518,goderich,43.7501,-81.7165,10.18,62,100,5.66,CA,1682056314
519,dawlatabad,36.4141,64.9053,22.44,16,0,2.97,AF,1682056314
520,domoni,-12.2569,44.5319,28.34,79,81,2.77,KM,1682056315
521,salo,45.6086,10.531,12.43,85,100,4.06,IT,1682056315
522,santa luzia,-19.7697,-43.8514,17.5,77,0,0.0,BR,1682056316
523,murray,40.6669,-111.888,4.8,44,0,3.58,US,1682056317
524,mandera,3.9366,41.867,29.86,58,53,3.74,KE,1682056317
525,goianesia,-15.3175,-49.1175,19.03,93,76,1.19,BR,1682056318
526,sabha,27.0377,14.4283,22.5,12,82,9.21,LY,1682056318
527,shenjiamen,29.9576,122.298,15.39,82,37,7.15,CN,1682056319
528,santo antonio do sudoeste,-26.0736,-53.7253,8.1,84,0,1.42,BR,1682056319
529,houma,29.5958,-90.7195,22.22,89,0,4.12,US,1682056320
530,ixtapa,20.7,-105.2,24.01,83,4,0.99,MX,1682056321
531,sechura,-5.5569,-80.8222,25.15,80,100,4.92,PE,1682056321
532,lata,40.1629,-8.3327,7.82,84,76,1.57,PT,1682056322
533,baykit,61.67,96.37,-0.15,84,100,2.63,RU,1682056323
534,hambantota,6.1241,81.1185,28.19,94,40,4.12,LK,1682056324
535,teknaf,20.8624,92.3058,32.39,58,49,4.63,BD,1682056324
536,minot,48.2325,-101.2963,-1.88,93,100,9.26,US,1682056325
537,dicabisagan,17.0818,122.4157,30.47,70,42,2.55,PH,1682056326
538,bardsir,29.9227,56.5743,18.51,27,59,0.31,IR,1682056326
539,darhan,49.4867,105.9228,2.91,25,22,4.37,MN,1682056327
540,nsanje,-16.92,35.262,24.14,79,0,0.85,MW,1682056328
541,limbang,4.75,115.0,33.06,56,100,2.87,MY,1682056328
542,pimentel,-6.8367,-79.9342,25.16,73,0,5.14,PE,1682056329
543,sebezh,56.2955,28.4654,9.47,55,29,2.39,RU,1682056329
544,miles city,46.4083,-105.8406,-2.46,80,100,9.26,US,1682056261
545,mendi,-6.1761,143.6513,17.39,94,81,1.27,PG,1682056330
546,port lincoln,-34.7333,135.8667,18.54,65,37,2.86,AU,1682056331
547,dali,25.7,100.1833,27.5,22,7,4.89,CN,1682056331
548,urucara,-2.5364,-57.76,23.29,97,84,1.07,BR,1682056332
549,russkaya polyana,49.417,31.9201,7.54,92,100,6.47,UA,1682056333
550,atherton,53.5237,-2.4935,8.75,83,100,0.45,GB,1682056333
551,alekseyevsk,57.8406,108.3492,-0.37,57,99,4.01,RU,1682056334
552,san luis,-33.295,-66.3356,15.7,52,100,3.99,AR,1682056335
553,tarko-sale,64.9225,77.785,0.02,100,100,4.76,RU,1682056335
554,berlevag,70.8578,29.0864,1.0,64,75,12.35,NO,1682056336
